Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,281
Base Time Seconds,1592560353
Base Time Fractional,.349903860
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,1.050003888281e-07,Amp DC,.0000001,6.5,F,F,F,F,F,F,Rear,F,Main,21.6612148284912,Volt DC,100,T,2W,F,F,06/19/2020,09:52:33,.349903860
2,-2.161213916163e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.5244064331055,Volt DC,100,T,2W,F,F,06/19/2020,09:52:35,.420305320
3,4.635081207738e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.5511207580566,Volt DC,100,T,2W,F,F,06/19/2020,09:52:36,.635032580
4,-1.154283439664e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.5744209289551,Volt DC,100,T,2W,F,F,06/19/2020,09:52:37,.849756920
5,1.876182195715e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.6012191772461,Volt DC,100,T,2W,F,F,06/19/2020,09:52:39,.064474240
6,1.77836669002e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.6243095397949,Volt DC,100,T,2W,F,F,06/19/2020,09:52:40,.279203060
7,2.594790701749e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.6510276794434,Volt DC,100,T,2W,F,F,06/19/2020,09:52:41,.493910560
8,-7.233817711505e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.6745262145996,Volt DC,100,T,2W,F,F,06/19/2020,09:52:42,.708628520
9,1.173992326964e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.7013587951660,Volt DC,100,T,2W,F,F,06/19/2020,09:52:43,.923354760
10,1.124646122758e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.7238311767578,Volt DC,100,T,2W,F,F,06/19/2020,09:52:45,.138078920
11,1.651902573063e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.7504539489746,Volt DC,100,T,2W,F,F,06/19/2020,09:52:46,.352786640
12,1.492404290426e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.7738265991211,Volt DC,100,T,2W,F,F,06/19/2020,09:52:47,.567487800
13,1.335712616901e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.8005332946777,Volt DC,100,T,2W,F,F,06/19/2020,09:52:48,.782206220
14,1.694758916537e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.8238067626953,Volt DC,100,T,2W,F,F,06/19/2020,09:52:49,.996913940
15,1.560401460821e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.8504180908203,Volt DC,100,T,2W,F,F,06/19/2020,09:52:51,.211608460
16,1.881561226269e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.8771438598633,Volt DC,100,T,2W,F,F,06/19/2020,09:52:52,.426319260
17,1.587939502112e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.9006500244141,Volt DC,100,T,2W,F,F,06/19/2020,09:52:53,.641021120
18,1.763106848018e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.9273605346680,Volt DC,100,T,2W,F,F,06/19/2020,09:52:54,.855740880
19,1.578701752658e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.9504661560059,Volt DC,100,T,2W,F,F,06/19/2020,09:52:56,.070465920
20,1.267013577388e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.9772415161133,Volt DC,100,T,2W,F,F,06/19/2020,09:52:57,.285183820
21,1.261926934476e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,40.0005226135254,Volt DC,100,T,2W,F,F,06/19/2020,09:52:58,.499926480
22,6.012362829821e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,40.0273742675781,Volt DC,100,T,2W,F,F,06/19/2020,09:52:59,.714651020
23,1.985816094896e-10,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,40.0504798889160,Volt DC,100,T,2W,F,F,06/19/2020,09:53:00,.929353760
24,2.112194794068e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,40.0772094726563,Volt DC,100,T,2W,F,F,06/19/2020,09:53:02,.144059460
25,1.277479337591e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,40.1006965637207,Volt DC,100,T,2W,F,F,06/19/2020,09:53:03,.358795120
