Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,281
Base Time Seconds,1592559964
Base Time Fractional,.029420960
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,1.050004740932e-07,Amp DC,.0000001,6.5,F,F,F,F,F,F,Rear,F,Main,21.6667747497559,Volt DC,100,T,2W,F,F,06/19/2020,09:46:04,.029420960
2,2.435435533799e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.5244522094727,Volt DC,100,T,2W,F,F,06/19/2020,09:46:06,.099823620
3,-2.0712216664e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.5511703491211,Volt DC,100,T,2W,F,F,06/19/2020,09:46:07,.314569540
4,-2.533110873837e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.5744934082031,Volt DC,100,T,2W,F,F,06/19/2020,09:46:08,.529300880
5,-4.574198658736e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.6012802124023,Volt DC,100,T,2W,F,F,06/19/2020,09:46:09,.744037880
6,-2.749427421844e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.6243591308594,Volt DC,100,T,2W,F,F,06/19/2020,09:46:10,.958763020
7,-2.008072527704e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.6511268615723,Volt DC,100,T,2W,F,F,06/19/2020,09:46:12,.173481840
8,-2.029118192914e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.6745796203613,Volt DC,100,T,2W,F,F,06/19/2020,09:46:13,.388189080
9,-3.629374578651e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.7013893127441,Volt DC,100,T,2W,F,F,06/19/2020,09:46:14,.602908460
10,-1.101377843093e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.7239036560059,Volt DC,100,T,2W,F,F,06/19/2020,09:46:15,.817643040
11,-1.201814689433e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.7505226135254,Volt DC,100,T,2W,F,F,06/19/2020,09:46:17,.032372580
12,-4.19883745828e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.7739219665527,Volt DC,100,T,2W,F,F,06/19/2020,09:46:18,.247102320
13,-2.430791679053e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.8005828857422,Volt DC,100,T,2W,F,F,06/19/2020,09:46:19,.461833420
14,-5.079927797857e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.8238449096680,Volt DC,100,T,2W,F,F,06/19/2020,09:46:20,.676553580
15,6.715235138788e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.8504600524902,Volt DC,100,T,2W,F,F,06/19/2020,09:46:21,.891270020
16,-3.282437516239e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.8772315979004,Volt DC,100,T,2W,F,F,06/19/2020,09:46:23,.106003680
17,-1.552276883421e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.9007072448730,Volt DC,100,T,2W,F,F,06/19/2020,09:46:24,.320737300
18,-1.704631227839e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.9273529052734,Volt DC,100,T,2W,F,F,06/19/2020,09:46:25,.535464080
19,-7.826728848359e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.9504737854004,Volt DC,100,T,2W,F,F,06/19/2020,09:46:26,.750193500
