Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,281
Base Time Seconds,1592561326
Base Time Fractional,.175589820
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,1.050003959335e-07,Amp DC,.0000001,6.5,F,F,F,F,F,F,Rear,F,Main,21.6648521423340,Volt DC,100,T,2W,F,F,06/19/2020,10:08:46,.175589820
2,-7.168309348882e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.5243835449219,Volt DC,100,T,2W,F,F,06/19/2020,10:08:48,.245973000
3,-2.499731324712e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.5511894226074,Volt DC,100,T,2W,F,F,06/19/2020,10:08:49,.460725000
4,1.423782897136e-10,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.5744781494141,Volt DC,100,T,2W,F,F,06/19/2020,10:08:50,.675443660
5,-4.530345543152e-11,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.6012382507324,Volt DC,100,T,2W,F,F,06/19/2020,10:08:51,.890135900
6,-9.439766676667e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.6243782043457,Volt DC,100,T,2W,F,F,06/19/2020,10:08:53,.104846320
7,-1.169000660162e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.6510734558105,Volt DC,100,T,2W,F,F,06/19/2020,10:08:54,.319561240
8,-9.704044859338e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.6746406555176,Volt DC,100,T,2W,F,F,06/19/2020,10:08:55,.534256080
9,-6.249804493375e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.7014617919922,Volt DC,100,T,2W,F,F,06/19/2020,10:08:56,.748970840
10,-4.991002403032e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.7238998413086,Volt DC,100,T,2W,F,F,06/19/2020,10:08:57,.963681420
11,-7.2326276912e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.7505149841309,Volt DC,100,T,2W,F,F,06/19/2020,10:08:59,.178376220
12,-5.160564683915e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.7738990783691,Volt DC,100,T,2W,F,F,06/19/2020,10:09:00,.393096200
13,-5.238325398449e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.8006248474121,Volt DC,100,T,2W,F,F,06/19/2020,10:09:01,.607800500
14,-6.792358342445e-12,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,39.8238677978516,Volt DC,100,T,2W,F,F,06/19/2020,10:09:02,.822513920
