Style,Standard
Append Mode,1
Fill Mode,0
Capacity,100000
Count,401
Base Time Seconds,1592300608
Base Time Fractional,.426507980
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,1.453994258327e-07,Amp DC,.000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0002975463867,Volt DC,100,T,2W,F,F,06/16/2020,09:43:28,.426507980
2,1.12628883997e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0100440979004,Volt DC,100,T,2W,F,F,06/16/2020,09:43:30,.267811800
3,1.124103143901e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0199012756348,Volt DC,100,T,2W,F,F,06/16/2020,09:43:31,.482583360
4,1.132894555944e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0302047729492,Volt DC,100,T,2W,F,F,06/16/2020,09:43:32,.697302880
5,1.12886855419e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0399894714355,Volt DC,100,T,2W,F,F,06/16/2020,09:43:33,.912049020
6,1.12559161991e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0501861572266,Volt DC,100,T,2W,F,F,06/16/2020,09:43:35,.126796180
7,1.123771076195e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0599861145020,Volt DC,100,T,2W,F,F,06/16/2020,09:43:36,.341514040
8,1.121061354858e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0700111389160,Volt DC,100,T,2W,F,F,06/16/2020,09:43:37,.556200900
9,1.119829229346e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0799179077148,Volt DC,100,T,2W,F,F,06/16/2020,09:43:38,.770920400
10,1.118019676838e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0899658203125,Volt DC,100,T,2W,F,F,06/16/2020,09:43:39,.985636240
11,1.116595926831e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0999603271484,Volt DC,100,T,2W,F,F,06/16/2020,09:43:41,.200379520
12,1.117120951299e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1101799011230,Volt DC,100,T,2W,F,F,06/16/2020,09:43:42,.415116460
13,1.115536107932e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1199264526367,Volt DC,100,T,2W,F,F,06/16/2020,09:43:43,.629831460
14,1.114528691559e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1300582885742,Volt DC,100,T,2W,F,F,06/16/2020,09:43:44,.844544960
15,1.114309977623e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1400146484375,Volt DC,100,T,2W,F,F,06/16/2020,09:43:46,.059258060
16,1.113262704244e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1501998901367,Volt DC,100,T,2W,F,F,06/16/2020,09:43:47,.273972640
17,1.113793168805e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1602630615234,Volt DC,100,T,2W,F,F,06/16/2020,09:43:48,.488731040
18,1.113219849636e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1700057983398,Volt DC,100,T,2W,F,F,06/16/2020,09:43:49,.703460960
19,1.11218190213e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1798858642578,Volt DC,100,T,2W,F,F,06/16/2020,09:43:50,.918184840
20,1.111474690063e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1900978088379,Volt DC,100,T,2W,F,F,06/16/2020,09:43:52,.132921080
21,1.111718272995e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1999015808105,Volt DC,100,T,2W,F,F,06/16/2020,09:43:53,.347648220
22,1.111200131909e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2100601196289,Volt DC,100,T,2W,F,F,06/16/2020,09:43:54,.562387140
23,1.111266967335e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2199783325195,Volt DC,100,T,2W,F,F,06/16/2020,09:43:55,.777109900
24,1.111357783579e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2300720214844,Volt DC,100,T,2W,F,F,06/16/2020,09:43:56,.991828360
25,1.110871394872e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2400169372559,Volt DC,100,T,2W,F,F,06/16/2020,09:43:58,.206561660
26,1.11043640949e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2500457763672,Volt DC,100,T,2W,F,F,06/16/2020,09:43:59,.421295460
27,1.110774583424e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2600746154785,Volt DC,100,T,2W,F,F,06/16/2020,09:44:00,.636006240
28,1.110885050615e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2702674865723,Volt DC,100,T,2W,F,F,06/16/2020,09:44:01,.850736260
29,1.110092795464e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2799682617188,Volt DC,100,T,2W,F,F,06/16/2020,09:44:03,.065464820
30,1.109973113422e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2900352478027,Volt DC,100,T,2W,F,F,06/16/2020,09:44:04,.280189620
31,1.111436609413e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2999725341797,Volt DC,100,T,2W,F,F,06/16/2020,09:44:05,.494897580
32,1.110286085293e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.3101539611816,Volt DC,100,T,2W,F,F,06/16/2020,09:44:06,.709591540
33,1.110494918244e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.3201408386230,Volt DC,100,T,2W,F,F,06/16/2020,09:44:07,.924347480
34,1.110807890115e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.3301124572754,Volt DC,100,T,2W,F,F,06/16/2020,09:44:09,.139075200
35,1.110717851027e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.3400878906250,Volt DC,100,T,2W,F,F,06/16/2020,09:44:10,.353797480
