Style,Standard
Append Mode,1
Fill Mode,0
Capacity,100000
Count,401
Base Time Seconds,1592297189
Base Time Fractional,.337341920
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,1.083375389399e-09,Amp DC,.0000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0000114440918,Volt DC,100,T,2W,F,F,06/16/2020,08:46:29,.337341920
2,1.086117529248e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0099945068359,Volt DC,100,T,2W,F,F,06/16/2020,08:46:31,.407766640
3,1.081543521408e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0198707580566,Volt DC,100,T,2W,F,F,06/16/2020,08:46:32,.622532460
4,1.079904388135e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0301551818848,Volt DC,100,T,2W,F,F,06/16/2020,08:46:33,.837283960
5,1.079185962816e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0400314331055,Volt DC,100,T,2W,F,F,06/16/2020,08:46:35,.052009280
6,1.079019984473e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0502166748047,Volt DC,100,T,2W,F,F,06/16/2020,08:46:36,.266748640
7,1.079373923574e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0600395202637,Volt DC,100,T,2W,F,F,06/16/2020,08:46:37,.481495580
8,1.0781195936e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0701446533203,Volt DC,100,T,2W,F,F,06/16/2020,08:46:38,.696217820
9,1.077731792698e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0800170898438,Volt DC,100,T,2W,F,F,06/16/2020,08:46:39,.910950840
10,1.078393374598e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0899810791016,Volt DC,100,T,2W,F,F,06/16/2020,08:46:41,.125663900
11,1.077486988521e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0999641418457,Volt DC,100,T,2W,F,F,06/16/2020,08:46:42,.340402160
12,1.076782329967e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1102561950684,Volt DC,100,T,2W,F,F,06/16/2020,08:46:43,.555132920
13,1.077858025056e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1199836730957,Volt DC,100,T,2W,F,F,06/16/2020,08:46:44,.769854220
14,1.077563371865e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1301193237305,Volt DC,100,T,2W,F,F,06/16/2020,08:46:45,.984588780
15,1.076803646249e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1400375366211,Volt DC,100,T,2W,F,F,06/16/2020,08:46:47,.199328400
16,1.076646993781e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1502723693848,Volt DC,100,T,2W,F,F,06/16/2020,08:46:48,.414064960
17,1.077373967817e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1603393554688,Volt DC,100,T,2W,F,F,06/16/2020,08:46:49,.628786700
18,1.077323674714e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1700782775879,Volt DC,100,T,2W,F,F,06/16/2020,08:46:50,.843501500
19,1.076302380554e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1799240112305,Volt DC,100,T,2W,F,F,06/16/2020,08:46:52,.058236460
20,1.077798184035e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1901473999023,Volt DC,100,T,2W,F,F,06/16/2020,08:46:53,.272952080
21,1.077765099389e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.1999320983887,Volt DC,100,T,2W,F,F,06/16/2020,08:46:54,.487685100
22,1.078510503127e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2100715637207,Volt DC,100,T,2W,F,F,06/16/2020,08:46:55,.702388780
23,1.07699849039e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2200202941895,Volt DC,100,T,2W,F,F,06/16/2020,08:46:56,.917137580
24,1.077248290571e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2301101684570,Volt DC,100,T,2W,F,F,06/16/2020,08:46:58,.131876160
25,1.078536593369e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2400169372559,Volt DC,100,T,2W,F,F,06/16/2020,08:46:59,.346607220
26,1.076710054448e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2500991821289,Volt DC,100,T,2W,F,F,06/16/2020,08:47:00,.561327960
27,1.076606248596e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.2601127624512,Volt DC,100,T,2W,F,F,06/16/2020,08:47:01,.776078560
