Style,Standard
Append Mode,1
Fill Mode,0
Capacity,100000
Count,401
Base Time Seconds,1592299569
Base Time Fractional,.703328520
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,1.454278333313e-07,Amp DC,.000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0003471374512,Volt DC,100,T,2W,F,F,06/16/2020,09:26:09,.703328520
2,1.125599502494e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0100631713867,Volt DC,100,T,2W,F,F,06/16/2020,09:26:11,.544613540
3,1.124178528045e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0199813842773,Volt DC,100,T,2W,F,F,06/16/2020,09:26:12,.759365420
4,1.114301206862e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0302352905273,Volt DC,100,T,2W,F,F,06/16/2020,09:26:13,.974085640
5,1.107982150472e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0400657653809,Volt DC,100,T,2W,F,F,06/16/2020,09:26:15,.188820500
6,1.1047923687e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0502319335938,Volt DC,100,T,2W,F,F,06/16/2020,09:26:16,.403542420
7,1.103795055357e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0600967407227,Volt DC,100,T,2W,F,F,06/16/2020,09:26:17,.618247820
8,1.10194697811e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0701065063477,Volt DC,100,T,2W,F,F,06/16/2020,09:26:18,.832967740
9,1.100714741575e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0800209045410,Volt DC,100,T,2W,F,F,06/16/2020,09:26:20,.047701660
10,1.0996107358e-09,Amp DC,.00000001,6.5,F,F,F,F,F,F,Rear,F,Main,50.0900306701660,Volt DC,100,T,2W,F,F,06/16/2020,09:26:21,.262437480
